"Производитель";"Код";"Название";"Наличие"
"DEKraft             ";"11056DEK                      ";"Авт. выкл. 1Р 25А х-ка C ВА-101 4,5кА   ";"Много"
"DEKraft             ";"11057DEK                      ";"Авт. выкл. 1Р 32А х-ка C ВА-101 4,5кА   ";"132.00"
"DEKraft             ";"11058DEK                      ";"Авт. выкл. 1Р 40А х-ка C ВА-101 4,5кА   ";"20.00"
"DEKraft             ";"11059DEK                      ";"Авт. выкл. 1Р 50А х-ка C ВА-101 4,5кА   ";"12.00"
"DEKraft             ";"11060DEK                      ";"Авт. выкл. 1Р 63А х-ка C ВА-101 4,5кА   ";"10.00"
"DEKraft             ";"11065DEK                      ";"Авт. выкл. 2Р 10А х-ка C ВА-101 4,5кА   ";"21.00"
"DEKraft             ";"11066DEK                      ";"Авт. выкл. 2Р 16А х-ка C ВА-101 4,5кА   ";"36.00"
"DEKraft             ";"11067DEK                      ";"Авт. выкл. 2Р 20А х-ка C ВА-101 4,5кА   ";"23.00"
"DEKraft             ";"11068DEK                      ";"Авт. выкл. 2Р 25А х-ка C ВА-101 4,5кА   ";"271.00"
"DEKraft             ";"11069DEK                      ";"Авт. выкл. 2Р 32А х-ка C ВА-101 4,5кА   ";"73.00"
"DEKraft             ";"11070DEK                      ";"Авт. выкл. 2Р 40А х-ка C ВА-101 4,5кА   ";"328.00"
"DEKraft             ";"11071DEK                      ";"Авт. выкл. 2Р 50А х-ка C ВА-101 4,5кА   ";"78.00"
"DEKraft             ";"11072DEK                      ";"Авт. выкл. 2Р 63А х-ка C ВА-101 4,5кА   ";"17.00"
"DEKraft             ";"11077DEK                      ";"Авт. выкл. 3Р 10А х-ка C ВА-101 4,5кА   ";"15.00"
"DEKraft             ";"11078DEK                      ";"Авт. выкл. 3Р 16А х-ка C ВА-101 4,5кА   ";"28.00"
"DEKraft             ";"11079DEK                      ";"Авт. выкл. 3Р 20А х-ка C ВА-101 4,5кА   ";"35.00"
"DEKraft             ";"11080DEK                      ";"Авт. выкл. 3Р 25А х-ка C ВА-101 4,5кА   ";"96.00"
"DEKraft             ";"11081DEK                      ";"Авт. выкл. 3Р 32А х-ка C ВА-101 4,5кА   ";"96.00"
"DEKraft             ";"11082DEK                      ";"Авт. выкл. 3Р 40А х-ка C ВА-101 4,5кА   ";"12.00"
"DEKraft             ";"11084DEK                      ";"Авт. выкл. 3Р 63А х-ка C ВА-101 4,5кА   ";"20.00"
"DEKraft             ";"11092DEK                      ";"Авт. выкл. 4Р 25А х-ка C ВА-101 4,5кА   ";"3.00"
"DEKraft             ";"11093DEK                      ";"Авт. выкл. 4Р 32А х-ка C ВА-101 4,5кА   ";"3.00"
"DEKraft             ";"12050DEK                      ";"Авт. выкл. 1Р 2А х-ка C ВА-103 6кА      ";"1.00"
"DEKraft             ";"13003DEK                      ";"Авт. выкл. 1Р 100А х-ка С ВА-201 10кА   ";"5.00"
"DEKraft             ";"13009DEK                      ";"Авт. выкл. 3Р 100А х-ка С ВА-201 10кА   ";"4.00"
"DEKraft             ";"14053DEK                      ";"УЗО 2P 16А 30мА AC УЗО-03 6кА DEKraft   ";"6.00"
"DEKraft             ";"14054DEK                      ";"УЗО 2P 25А 30мА AC УЗО-03 6кА DEKraft   ";"1.00"
"DEKraft             ";"14055DEK                      ";"УЗО03-2Р-032А-030_выкл. диф. тока       ";"15.00"
"DEKraft             ";"14056DEK                      ";"УЗО 2P 40А 30мА AC УЗО-03 6кА DEKraft   ";"5.00"
"DEKraft             ";"14078DEK                      ";"УЗО 4P 25А 30мА AC УЗО-03 6кА DEKraft   ";"4.00"
"DEKraft             ";"14079DEK                      ";"УЗО03-4Р-032А-030_выкл. диф. тока       ";"1.00"
"DEKraft             ";"14080DEK                      ";"УЗО03-4Р-040А-030_выкл. диф. тока       ";"6.00"
"DEKraft             ";"14093DEK                      ";"УЗО 4P 32А 300мА AC УЗО-03 6кА DEKraft  ";"3.00"
"DEKraft             ";"14095DEK                      ";"УЗО 4P 63А 300мА AC УЗО-03 6кА DEKraft  ";"2.00"
"DEKraft             ";"16005DEK                      ";"Компакт. диф. автомат 1Р+N 25А 30мА тип ";"18.00"
"DEKraft             ";"16006DEK                      ";"Компакт. диф. автомат 1Р+N 32А 30мА тип ";"13.00"
"DEKraft             ";"16007DEK                      ";"Компакт. диф. автомат 1Р+N 40А 30мА тип ";"11.00"
"DEKraft             ";"18064DEK                      ";"Модульный контактор 2НО 25А 230В МК-103 ";"2.00"
"DEKraft             ";"18107DEK                      ";"КЗ-101_нов_загл. клем. пломбируемая     ";"288.00"
"DEKraft             ";"21011DEK                      ";" Силовой авт. выкл. 3P 200А ВА-303 40кА ";"5.00"
"DEKraft             ";"21362DEK                      ";"Предохранитель цилиндрич. 6A 10x38 ПЦ-10";"64.00"
"DEKraft             ";"24117DEK                      ";"Механизм блокировки для контакторов КМ-1";"1.00"
"DEKraft             ";"25002DEK                      ";"Лампа комм. ADDS ф22 мм Цвет:ЗЕЛЕНЫЙ LED";"4.00"
"DEKraft             ";"25003DEK                      ";"Лампа комм.ЛК22-ADDS-RED-LED            ";"6.00"
"DEKraft             ";"25065DEK                      ";"Лампа комм. ADDS ?22 мм LED зел. 24В AC/";"1.00"
"DEKraft             ";"25107DEK                      ";"Держатель маркировки для светосигнальной";"10.00"
"DEKraft             ";"30812DEK                      ";"Корпус мет. ВРУ в станд. компл., 1800х80";"1.00"
"DEKraft             ";"30914DEK                      ";"Профиль горизонтальный 100х600 толщ. 2мм";"4.00"
"Devi                ";"088L0121                      ";"Danfoss ECtemp Next Plus с комб.датч.16А";"20.00"
"Devi                ";"140F1030                      ";"Терморегулятор D-530 с датч.пола 15А    ";"12.00"
"Devi                ";"140F1043                      ";"Терморегулятор D-528 с датч.пола 10А    ";"8.00"
"Devi                ";"140F1055                      ";"DEVIreg™ Opti  с комб. датчиков 13А     ";"5.00"
"Devi                ";"140F1069                      ";"DEVIreg™ Touch с комб.датч  черный 16А  ";"3.00"
"Devi                ";"140F1071                      ";"DEVIreg™ Touch с комб.датч. пол-бел 16А ";"2.00"
"Devi                ";"140F1078                      ";"DEVIreg™ Touch с комб.датч   беж. 16А   ";"3.00"
"Devi                ";"140F1091                      ";"Датчик пола на проводе 3,0 м, 15 кОм    ";"1.00"
"Devi                ";"140F1140                      ";"Терморегулятор с Wi-Fi полярно-белый 16А";"2.00"
"Devi                ";"140F1142                      ";"Терморегулятор с Wi-Fi бежевый, 16А     ";"8.00"
"Devi                ";"140F1143                      ";"Терморегулятор с Wi-Fi черный, 16А      ";"7.00"
"Devi                ";"140F1242                      ";"Кабель нагр. 18T 820Вт 44м              ";"1.00"
"Devi                ";"140F1744                      ";"Мат нагр. DTIR-150 225Вт 0,45x3м 1,5м2  ";"8.00"
"Devi                ";"140F1745                      ";"Мат нагр. DTIR-150 375Вт 0,5x5м 2,5     ";"6.00"
"Devi                ";"83030560                      ";"Мат нагр. DTIR-150 75Вт 0,45x1м 0,5м2   ";"13.00"
"Devi                ";"83030562                      ";"Мат нагр. DTIR-150 150Вт 0,45x2м 1м2    ";"6.00"
"Devi                ";"83030566                      ";"Мат нагр. DTIR-150 300Вт 0,45x4м 2м2    ";"5.00"
"Devi                ";"83030570                      ";"Мат нагр. DTIR-150 450Вт 0,45x6м 3м2    ";"7.00"
"Devi                ";"83030572                      ";"Мат нагр. DTIR-150 525Вт 0,45x7м 3,5м2  ";"6.00"
"Devi                ";"83030574                      ";"Мат нагр. DTIR-150 600Вт 0,45x8м 4м2    ";"6.00"
"Devi                ";"83030576                      ";"Мат нагр. DTIR-150 750Вт 0,45x10м 5м2   ";"12.00"
"Devi                ";"83030578                      ";"Мат нагр. DTIR-150 900Вт 0,45x12м 6м2   ";"5.00"
"Devi                ";"83030580                      ";"Мат нагр. DTIR-150 1050Вт 0,45x14м 7м2  ";"3.00"
"Devi                ";"83030582                      ";"Мат нагр. DTIR-150 1200Вт 0,45x16м 8м2  ";"5.00"
"Devi                ";"83030586                      ";"Мат нагр. DTIR-150 1500Вт 0,45x20м 10м2 ";"3.00"
"Ecola               ";"AB53LWEAY                     ";"Ecola base GU5.3 патрон с провод. 2*8cm ";"29.00"
"Ecola               ";"B0L036ESB                     ";"Ecola LED адаптер питания 36W 12V IP20  ";"2.00"
"Ecola               ";"B0L072ESB                     ";"Ecola LEDstrip Power Adapter 72W IP20   ";"4.00"
"Ecola               ";"B2L025ESB                     ";"Ecola LED strip Power Supply  25W IP20  ";"7.00"
"Ecola               ";"B2L038ESB                     ";"Ecola LED strip Power Supply  38W IP20  ";"11.00"
"Ecola               ";"B2L050ESB                     ";"Ecola LED strip Power Supply 50W IP20   ";"8.00"
"Ecola               ";"B2L060ESB                     ";"Ecola LED strip Power Supply  60W IP20  ";"17.00"
"Ecola               ";"B2L080ESB                     ";"Ecola LED strip Power Supply  80W IP20  ";"1.00"
"Ecola               ";"B2L100ESB                     ";"Ecola LED strip Power Supply 100W IP20  ";"14.00"
"Ecola               ";"B2L120ESB                     ";"Ecola LED strip Power Supply 120W IP20  ";"8.00"
"Ecola               ";"B2L150ESB                     ";"Ecola LED strip Power Supply 150W IP20  ";"4.00"
"Ecola               ";"B2L200ESB                     ";"Ecola LED strip Power Supply 200W IP20  ";"2.00"
"Ecola               ";"B2L250ESB                     ";"Ecola LED strip Power Supply 250W IP20  ";"27.00"
"Ecola               ";"B2L400ESB                     ";"Ecola LED strip Power Supply 400W IP20  ";"2.00"
"Ecola               ";"B2N012ESB                     ";"EcolaLED Power блок 12W 220V-12V IP20   ";"1.00"
"Ecola               ";"B2N150ESB                     ";"Ecola LEDstrip PowerSupply 150W 220V-12V";"11.00"
"Ecola               ";"B2T060ESB                     ";"Ecola LED strip Power Supply 60W IP20   ";"3.00"
"Ecola               ";"B4TV11ELC                     ";"Св/д  лампT25 Микро 1,1W E14 4000K кукур";"1.00"
"Ecola               ";"B4TV55ELC                     ";"Ecola T25 LED Micro 5,5W E14 4000K 340° ";"15.00"
"Ecola               ";"C4LV80ELC                     ";"Ecola candle LED 8W E14 4000K свеча 220V";"7.00"
"Ecola               ";"C4LW60ELC                     ";"Ecola candle LED 6W 220V E14 2700K свеча";"4.00"
"Ecola               ";"CRL144ESB                     ";"EcolaLEDstrip RGB IR controller 144W 12V";"7.00"
"Ecola               ";"CRS144ESB                     ";"Ecola LEDstrip RGB IRcontroller 144W 12V";"6.00"
"Ecola               ";"CT8D12ELB                     ";"EcolaT8 Prem G13 LED 12,5W 6500K с повор";"10.00"
"Ecola               ";"D7RV12ELC                     ";"Ecola classic LED 12W A60 E27 4000K (ком";"13.00"
"Ecola               ";"D7RV20ELC                     ";"Ecola лампа LED Prem 20W A65 E27 4000K  ";"2.00"
"Ecola               ";"DCRV12ELC                     ";"LED downlight встр.кругл. 12W Хром 4200K";"20.00"
"Ecola               ";"DCRV90ELC                     ";"LED downlight встр.круг 9W Хром 4200K   ";"50.00"
